,Year,Season,region,NOC,Bronze,Gold,NoMedal,Silver,Total_Medals
1002,1968,Summer,Luxembourg,LUX,0,0,6.0,0,0
1003,1968,Summer,Madagascar,MAD,0,0,6.0,0,0
1004,1968,Summer,Malaysia,MAS,0,0,35.0,0,0
1005,1968,Summer,Mali,MLI,0,0,2.0,0,0
1006,1968,Summer,Malta,MLT,0,0,1.0,0,0
1007,1968,Summer,Mexico,MEX,3,3,377.0,3,9
1008,1968,Summer,Monaco,MON,0,0,1.0,0,0
1009,1968,Summer,Mongolia,MGL,3,0,19.0,1,4
1010,1968,Summer,Morocco,MAR,0,0,22.0,0,0
1011,1968,Summer,Myanmar,MYA,0,0,3.0,0,0
1012,1968,Summer,Netherlands,NED,1,6,116.0,7,14
1013,1968,Summer,New Zealand,NZL,1,5,51.0,0,6
1014,1968,Summer,Nicaragua,NCA,0,0,14.0,0,0
1015,1968,Summer,Niger,NIG,0,0,2.0,0,0
1016,1968,Summer,Nigeria,NGR,0,0,42.0,0,0
1017,1968,Summer,Norway,NOR,0,2,75.0,2,4
1018,1968,Summer,Pakistan,PAK,0,12,1.0,0,12
1019,1968,Summer,Panama,PAN,0,0,15.0,0,0
1020,1968,Summer,Paraguay,PAR,0,0,1.0,0,0
1021,1968,Summer,Peru,PER,0,0,29.0,0,0
1022,1968,Summer,Philippines,PHI,0,0,78.0,0,0
1023,1968,Summer,Poland,POL,28,4,240.0,2,34
1024,1968,Summer,Portugal,POR,0,0,23.0,0,0
1025,1968,Summer,Puerto Rico,PUR,0,0,77.0,0,0
1026,1968,Summer,Romania,ROU,9,4,68.0,9,22
1027,1968,Summer,Russia,URS,55,60,268.0,59,174
1028,1968,Summer,San Marino,SMR,0,0,3.0,0,0
1029,1968,Summer,Senegal,SEN,0,0,23.0,0,0
1030,1968,Summer,Serbia,YUG,2,9,100.0,6,17
1031,1968,Summer,Sierra Leone,SLE,0,0,4.0,0,0
1032,1968,Summer,South Korea,KOR,1,0,63.0,1,2
1033,1968,Summer,Spain,ESP,0,0,128.0,0,0
1034,1968,Summer,Sri Lanka,SRI,0,0,2.0,0,0
1035,1968,Summer,Sudan,SUD,0,0,7.0,0,0
1036,1968,Summer,Suriname,SUR,0,0,1.0,0,0
1037,1968,Summer,Sweden,SWE,1,4,154.0,4,9
1038,1968,Summer,Switzerland,SUI,8,0,129.0,1,9
1039,1968,Summer,Syria,SYR,0,0,2.0,0,0
1040,1968,Summer,Taiwan,TPE,1,0,80.0,0,1
1041,1968,Summer,Tanzania,TAN,0,0,5.0,0,0
1042,1968,Summer,Thailand,THA,0,0,37.0,0,0
1043,1968,Summer,Trinidad,TTO,0,0,25.0,0,0
1044,1968,Summer,Tunisia,TUN,1,1,6.0,0,2
1045,1968,Summer,Turkey,TUR,0,2,25.0,0,2
1046,1968,Summer,UK,GBR,5,7,273.0,4,16
1047,1968,Summer,USA,USA,33,86,301.0,30,149
1048,1968,Summer,Uganda,UGA,1,0,12.0,1,2
1049,1968,Summer,Uruguay,URU,0,0,41.0,0,0
1050,1968,Summer,Venezuela,VEN,0,1,24.0,0,1
1051,1968,Summer,Vietnam,VNM,0,0,6.0,0,0
1052,1968,Summer,"Virgin Islands, US",ISV,0,0,4.0,0,0
1053,1968,Summer,Zambia,ZAM,0,0,7.0,0,0
1054,1968,Winter,Argentina,ARG,0,0,10.0,0,0
1055,1968,Winter,Australia,AUS,0,0,7.0,0,0
1056,1968,Winter,Austria,AUT,4,3,95.0,7,14
1057,1968,Winter,Bulgaria,BUL,0,0,16.0,0,0
1058,1968,Winter,Canada,CAN,18,1,87.0,1,20
1059,1968,Winter,Chile,CHI,0,0,11.0,0,0
1060,1968,Winter,Czech Republic,TCH,1,1,50.0,19,21
1061,1968,Winter,Denmark,DEN,0,0,6.0,0,0
1062,1968,Winter,Finland,FIN,5,1,85.0,2,8
1063,1968,Winter,France,FRA,2,4,107.0,3,9
1064,1968,Winter,Germany,FRG,4,2,126.0,3,9
1065,1968,Winter,Germany,GDR,2,2,77.0,2,6
1066,1968,Winter,Greece,GRE,0,0,8.0,0,0
1067,1968,Winter,Hungary,HUN,0,0,21.0,0,0
1068,1968,Winter,Iceland,ISL,0,0,8.0,0,0
1069,1968,Winter,India,IND,0,0,3.0,0,0
1070,1968,Winter,Iran,IRI,0,0,12.0,0,0
1071,1968,Winter,Italy,ITA,0,6,69.0,0,6
1072,1968,Winter,Japan,JPN,0,0,82.0,0,0
1073,1968,Winter,Lebanon,LIB,0,0,6.0,0,0
1074,1968,Winter,Liechtenstein,LIE,0,0,17.0,0,0
1075,1968,Winter,Mongolia,MGL,0,0,10.0,0,0
1076,1968,Winter,Morocco,MAR,0,0,8.0,0,0
1077,1968,Winter,Netherlands,NED,3,3,17.0,3,9
1078,1968,Winter,New Zealand,NZL,0,0,15.0,0,0
1079,1968,Winter,Norway,NOR,2,11,85.0,9,22
1080,1968,Winter,Poland,POL,0,0,50.0,0,0
1081,1968,Winter,Romania,ROU,2,0,38.0,0,2
1082,1968,Winter,Russia,URS,3,26,78.0,5,34
1083,1968,Winter,Serbia,YUG,0,0,46.0,0,0
1084,1968,Winter,South Korea,KOR,0,0,13.0,0,0
1085,1968,Winter,Spain,ESP,0,0,28.0,0,0
1086,1968,Winter,Sweden,SWE,6,3,90.0,7,16
1087,1968,Winter,Switzerland,SUI,7,0,51.0,2,9
1088,1968,Winter,Turkey,TUR,0,0,18.0,0,0
1089,1968,Winter,UK,GBR,0,0,61.0,0,0
1090,1968,Winter,USA,USA,1,1,125.0,5,7
1091,1972,Summer,Afghanistan,AFG,0,0,8.0,0,0
1092,1972,Summer,Albania,ALB,0,0,4.0,0,0
1093,1972,Summer,Algeria,ALG,0,0,7.0,0,0
1094,1972,Summer,Argentina,ARG,0,0,108.0,1,1
1095,1972,Summer,Australia,AUS,2,9,222.0,7,18
1096,1972,Summer,Austria,AUT,2,0,130.0,1,3
1097,1972,Summer,Bahamas,BAH,0,0,18.0,0,0
1098,1972,Summer,Barbados,BAR,0,0,16.0,0,0
1099,1972,Summer,Belgium,BEL,0,0,96.0,2,2
1100,1972,Summer,Benin,BEN,0,0,3.0,0,0
1101,1972,Summer,Bermuda,BER,0,0,8.0,0,0
1102,1972,Summer,Boliva,BOL,0,0,9.0,0,0
1103,1972,Summer,Brazil,BRA,2,0,89.0,0,2
1104,1972,Summer,Bulgaria,BUL,4,5,179.0,6,15
1105,1972,Summer,Burkina Faso,BUR,0,0,1.0,0,0
1106,1972,Summer,Cambodia,CAM,0,0,15.0,0,0
1107,1972,Summer,Cameroon,CMR,0,0,18.0,0,0
1108,1972,Summer,Canada,CAN,9,0,283.0,2,11
1109,1972,Summer,Chad,CHA,0,0,5.0,0,0
1110,1972,Summer,Chile,CHI,0,0,9.0,0,0
1111,1972,Summer,China,HKG,0,0,16.0,0,0
1112,1972,Summer,Colombia,COL,2,0,55.0,1,3
1113,1972,Summer,Costa Rica,CRC,0,0,2.0,0,0
1114,1972,Summer,Cuba,CUB,12,3,163.0,1,16
1115,1972,Summer,Czech Republic,TCH,6,1,219.0,20,27
1116,1972,Summer,Denmark,DEN,0,1,143.0,0,1
1117,1972,Summer,Dominican Republic,DOM,0,0,3.0,0,0
1118,1972,Summer,Ecuador,ECU,0,0,4.0,0,0
1119,1972,Summer,Egypt,EGY,0,0,21.0,0,0
1120,1972,Summer,El Salvador,ESA,0,0,14.0,0,0
1121,1972,Summer,Ethiopia,ETH,1,0,38.0,0,1
1122,1972,Summer,Fiji,FIJ,0,0,4.0,0,0
1123,1972,Summer,Finland,FIN,6,3,102.0,1,10
1124,1972,Summer,France,FRA,14,2,309.0,4,20
1125,1972,Summer,Gabon,GAB,0,0,1.0,0,0
1126,1972,Summer,Germany,FRG,34,40,427.0,15,89
1127,1972,Summer,Germany,GDR,51,28,288.0,55,134
1128,1972,Summer,Ghana,GHA,1,0,38.0,0,1
1129,1972,Summer,Greece,GRE,0,0,52.0,2,2
1130,1972,Summer,Guatemala,GUA,0,0,10.0,0,0
1131,1972,Summer,Guyana,GUY,0,0,4.0,0,0
1132,1972,Summer,Haiti,HAI,0,0,7.0,0,0
1133,1972,Summer,Hungary,HUN,24,9,263.0,43,76
1134,1972,Summer,Iceland,ISL,0,0,30.0,0,0
1135,1972,Summer,India,IND,14,0,25.0,0,14
1136,1972,Summer,Indonesia,INA,0,0,6.0,0,0
1137,1972,Summer,Iran,IRI,1,0,51.0,1,2
1138,1972,Summer,Ireland,IRL,0,0,69.0,0,0
1139,1972,Summer,Israel,ISR,0,0,12.0,0,0
1140,1972,Summer,Italy,ITA,11,8,283.0,3,22
1141,1972,Summer,Ivory Coast,CIV,0,0,12.0,0,0
1142,1972,Summer,Jamaica,JAM,1,0,45.0,0,1
1143,1972,Summer,Japan,JPN,7,26,195.0,18,51
1144,1972,Summer,Kenya,KEN,4,5,54.0,3,12
1145,1972,Summer,Kuwait,KUW,0,0,4.0,0,0
1146,1972,Summer,Lebanon,LIB,0,0,32.0,1,1
1147,1972,Summer,Lesotho,LES,0,0,2.0,0,0
1148,1972,Summer,Liberia,LBR,0,0,5.0,0,0
1149,1972,Summer,Liechtenstein,LIE,0,0,12.0,0,0
1150,1972,Summer,Luxembourg,LUX,0,0,11.0,0,0
1151,1972,Summer,Madagascar,MAD,0,0,12.0,0,0
1152,1972,Summer,Malawi,MAW,0,0,16.0,0,0
1153,1972,Summer,Malaysia,MAS,0,0,53.0,0,0
1154,1972,Summer,Mali,MLI,0,0,3.0,0,0
1155,1972,Summer,Malta,MLT,0,0,3.0,0,0
1156,1972,Summer,Mexico,MEX,0,0,246.0,1,1
1157,1972,Summer,Monaco,MON,0,0,2.0,0,0
1158,1972,Summer,Mongolia,MGL,0,0,39.0,1,1
1159,1972,Summer,Morocco,MAR,0,0,35.0,0,0
1160,1972,Summer,Myanmar,MYA,0,0,19.0,0,0
1161,1972,Summer,Nepal,NEP,0,0,2.0,0,0
1162,1972,Summer,Netherlands,NED,1,3,178.0,1,5
1163,1972,Summer,New Zealand,NZL,1,6,90.0,4,11
1164,1972,Summer,Nicaragua,NCA,0,0,7.0,0,0
1165,1972,Summer,Niger,NIG,1,0,3.0,0,1
1166,1972,Summer,Nigeria,NGR,1,0,34.0,0,1
1167,1972,Summer,North Korea,PRK,13,1,58.0,1,15
1168,1972,Summer,Norway,NOR,2,2,140.0,1,5
1169,1972,Summer,Pakistan,PAK,0,0,11.0,14,14
1170,1972,Summer,Panama,PAN,0,0,6.0,0,0
1171,1972,Summer,Paraguay,PAR,0,0,2.0,0,0
1172,1972,Summer,Peru,PER,0,0,28.0,0,0
1173,1972,Summer,Philippines,PHI,0,0,69.0,0,0
1174,1972,Summer,Poland,POL,11,24,339.0,7,42
1175,1972,Summer,Portugal,POR,0,0,25.0,0,0
1176,1972,Summer,Puerto Rico,PUR,0,0,44.0,0,0
1177,1972,Summer,Republic of Congo,CGO,0,0,8.0,0,0
1178,1972,Summer,Romania,ROU,23,2,203.0,10,35
1179,1972,Summer,Russia,URS,54,86,278.0,42,182
1180,1972,Summer,San Marino,SMR,0,0,6.0,0,0
1181,1972,Summer,Saudi Arabia,KSA,0,0,14.0,0,0
1182,1972,Summer,Senegal,SEN,0,0,37.0,0,0
1183,1972,Summer,Serbia,YUG,2,15,156.0,1,18
1184,1972,Summer,Somalia,SOM,0,0,4.0,0,0
1185,1972,Summer,South Korea,KOR,0,0,38.0,1,1
1186,1972,Summer,Spain,ESP,0,0,137.0,0,0
1187,1972,Summer,Sri Lanka,SRI,0,0,6.0,0,0
1188,1972,Summer,Sudan,SUD,0,0,27.0,0,0
1189,1972,Summer,Suriname,SUR,0,0,3.0,0,0
1190,1972,Summer,Swaziland,SWZ,0,0,2.0,0,0
1191,1972,Summer,Sweden,SWE,6,3,147.0,8,17
1192,1972,Summer,Switzerland,SUI,0,0,209.0,8,8
1193,1972,Summer,Syria,SYR,0,0,3.0,0,0
1194,1972,Summer,Taiwan,TPE,0,0,40.0,0,0
1195,1972,Summer,Tanzania,TAN,0,0,22.0,0,0
1196,1972,Summer,Thailand,THA,0,0,27.0,0,0
1197,1972,Summer,Togo,TOG,0,0,7.0,0,0
1198,1972,Summer,Trinidad,TTO,0,0,34.0,0,0
1199,1972,Summer,Tunisia,TUN,0,0,34.0,1,1
1200,1972,Summer,Turkey,TUR,0,0,46.0,1,1
1201,1972,Summer,UK,GBR,10,8,357.0,7,25
1202,1972,Summer,USA,USA,37,64,355.0,43,144
1203,1972,Summer,Uganda,UGA,0,1,31.0,1,2
1204,1972,Summer,Uruguay,URU,0,0,19.0,0,0
1205,1972,Summer,Venezuela,VEN,0,0,31.0,0,0
1206,1972,Summer,Vietnam,VNM,0,0,1.0,0,0
1207,1972,Summer,"Virgin Islands, US",ISV,0,0,10.0,0,0
1208,1972,Summer,Zambia,ZAM,0,0,12.0,0,0
1209,1972,Winter,Argentina,ARG,0,0,6.0,0,0
1210,1972,Winter,Australia,AUS,0,0,12.0,0,0
1211,1972,Winter,Austria,AUT,2,1,63.0,2,5
1212,1972,Winter,Belgium,BEL,0,0,3.0,0,0
1213,1972,Winter,Bulgaria,BUL,0,0,12.0,0,0
1214,1972,Winter,Canada,CAN,0,0,76.0,1,1
1215,1972,Winter,Czech Republic,TCH,18,1,37.0,0,19
1216,1972,Winter,Finland,FIN,1,0,70.0,9,10
1217,1972,Winter,France,FRA,2,0,64.0,0,2
1218,1972,Winter,Germany,FRG,4,4,106.0,1,9
1219,1972,Winter,Germany,GDR,12,5,47.0,3,20
1220,1972,Winter,Greece,GRE,0,0,6.0,0,0
1221,1972,Winter,Hungary,HUN,0,0,1.0,0,0
1222,1972,Winter,Iran,IRI,0,0,12.0,0,0
1223,1972,Winter,Italy,ITA,1,3,59.0,5,9
1224,1972,Winter,Japan,JPN,1,1,108.0,1,3
1225,1972,Winter,Lebanon,LIB,0,0,2.0,0,0
1226,1972,Winter,Liechtenstein,LIE,0,0,10.0,0,0
1227,1972,Winter,Mongolia,MGL,0,0,8.0,0,0
1228,1972,Winter,Netherlands,NED,2,4,17.0,3,9
1229,1972,Winter,New Zealand,NZL,0,0,6.0,0,0
1230,1972,Winter,North Korea,PRK,0,0,10.0,0,0
1231,1972,Winter,Norway,NOR,7,2,97.0,8,17
1232,1972,Winter,Philippines,PHI,0,0,4.0,0,0
1233,1972,Winter,Poland,POL,0,1,65.0,0,1
1234,1972,Winter,Romania,ROU,0,0,19.0,0,0
1235,1972,Winter,Russia,URS,3,35,70.0,6,44
1236,1972,Winter,Serbia,YUG,0,0,31.0,0,0
1237,1972,Winter,South Korea,KOR,0,0,9.0,0,0
1238,1972,Winter,Spain,ESP,0,1,6.0,0,1
1239,1972,Winter,Sweden,SWE,2,1,89.0,1,4
1240,1972,Winter,Switzerland,SUI,5,5,62.0,3,13
1241,1972,Winter,Taiwan,TPE,0,0,9.0,0,0
1242,1972,Winter,UK,GBR,0,0,65.0,0,0
1243,1972,Winter,USA,USA,3,2,115.0,18,23
1244,1976,Summer,Andorra,AND,0,0,2.0,0,0
1245,1976,Summer,Antigua,ANT,0,0,17.0,0,0
1246,1976,Summer,Argentina,ARG,0,0,89.0,0,0
1247,1976,Summer,Australia,AUS,7,0,219.0,15,22
1248,1976,Summer,Austria,AUT,1,0,60.0,0,1
1249,1976,Summer,Bahamas,BAH,0,0,19.0,0,0
1250,1976,Summer,Barbados,BAR,0,0,14.0,0,0
1251,1976,Summer,Belgium,BEL,6,0,127.0,3,9
1252,1976,Summer,Belize,BIZ,0,0,3.0,0,0
1253,1976,Summer,Bermuda,BER,1,0,15.0,0,1
1254,1976,Summer,Boliva,BOL,0,0,4.0,0,0
1255,1976,Summer,Brazil,BRA,3,0,79.0,0,3
1256,1976,Summer,Bulgaria,BUL,17,6,185.0,8,31
1257,1976,Summer,Cameroon,CMR,0,0,4.0,0,0
1258,1976,Summer,Canada,CAN,13,0,441.0,9,22
1259,1976,Summer,Cayman Islands,CAY,0,0,2.0,0,0
1260,1976,Summer,Chile,CHI,0,0,8.0,0,0
1261,1976,Summer,China,HKG,0,0,42.0,0,0
1262,1976,Summer,Colombia,COL,0,0,39.0,0,0
1263,1976,Summer,Costa Rica,CRC,0,0,8.0,0,0
1264,1976,Summer,Cuba,CUB,13,6,149.0,4,23
1265,1976,Summer,Curacao,AHO,0,0,4.0,0,0
1266,1976,Summer,Czech Republic,TCH,8,1,204.0,4,13
1267,1976,Summer,Denmark,DEN,5,3,66.0,0,8
1268,1976,Summer,Dominican Republic,DOM,0,0,11.0,0,0
1269,1976,Summer,Ecuador,ECU,0,0,7.0,0,0
1270,1976,Summer,Egypt,EGY,0,0,22.0,0,0
1271,1976,Summer,Fiji,FIJ,0,0,5.0,0,0
1272,1976,Summer,Finland,FIN,0,3,89.0,2,5
1273,1976,Summer,France,FRA,8,1,261.0,7,16
1274,1976,Summer,Germany,FRG,28,18,339.0,18,64
1275,1976,Summer,Germany,GDR,39,92,199.0,49,180
1276,1976,Summer,Greece,GRE,0,0,35.0,0,0
1277,1976,Summer,Guatemala,GUA,0,0,26.0,0,0
1278,1976,Summer,Haiti,HAI,0,0,14.0,0,0
1279,1976,Summer,Honduras,HON,0,0,3.0,0,0
1280,1976,Summer,Hungary,HUN,34,12,205.0,5,51
1281,1976,Summer,Iceland,ISL,0,0,20.0,0,0
1282,1976,Summer,India,IND,0,0,25.0,0,0
1283,1976,Summer,Indonesia,INA,0,0,11.0,0,0
1284,1976,Summer,Iran,IRI,0,0,91.0,1,1
1285,1976,Summer,Ireland,IRL,0,0,54.0,0,0
1286,1976,Summer,Israel,ISR,0,0,34.0,0,0
1287,1976,Summer,Italy,ITA,4,2,247.0,25,31
1288,1976,Summer,Ivory Coast,CIV,0,0,9.0,0,0
1289,1976,Summer,Jamaica,JAM,0,1,32.0,1,2
1290,1976,Summer,Japan,JPN,5,25,224.0,6,36
1291,1976,Summer,Kuwait,KUW,0,0,20.0,0,0
1292,1976,Summer,Lebanon,LIB,0,0,4.0,0,0
1293,1976,Summer,Liechtenstein,LIE,0,0,9.0,0,0
1294,1976,Summer,Luxembourg,LUX,0,0,6.0,0,0
1295,1976,Summer,Malaysia,MAS,0,0,23.0,0,0
1296,1976,Summer,Mexico,MEX,1,1,123.0,0,2
1297,1976,Summer,Monaco,MON,0,0,4.0,0,0
1298,1976,Summer,Mongolia,MGL,0,0,29.0,1,1
1299,1976,Summer,Morocco,MAR,0,0,8.0,0,0
1300,1976,Summer,Nepal,NEP,0,0,1.0,0,0
1301,1976,Summer,Netherlands,NED,10,0,145.0,2,12
1302,1976,Summer,New Zealand,NZL,7,15,66.0,1,23
1303,1976,Summer,Nicaragua,NCA,0,0,24.0,0,0
1304,1976,Summer,North Korea,PRK,0,1,33.0,1,2
1305,1976,Summer,Norway,NOR,0,2,67.0,4,6
1306,1976,Summer,Pakistan,PAK,16,0,7.0,0,16
1307,1976,Summer,Panama,PAN,0,0,12.0,0,0
1308,1976,Summer,Papua New Guinea,PNG,0,0,9.0,0,0
1309,1976,Summer,Paraguay,PAR,0,0,5.0,0,0
1310,1976,Summer,Peru,PER,0,0,14.0,0,0
1311,1976,Summer,Philippines,PHI,0,0,18.0,0,0
1312,1976,Summer,Poland,POL,24,15,198.0,29,68
1313,1976,Summer,Portugal,POR,0,0,34.0,1,1
1314,1976,Summer,Puerto Rico,PUR,1,0,93.0,0,1
1315,1976,Summer,Romania,ROU,19,4,184.0,21,44
1316,1976,Summer,Russia,URS,63,94,251.0,80,237
1317,1976,Summer,San Marino,SMR,0,0,8.0,0,0
1318,1976,Summer,Saudi Arabia,KSA,0,0,18.0,0,0
1319,1976,Summer,Senegal,SEN,0,0,29.0,0,0
1320,1976,Summer,Serbia,YUG,3,2,68.0,5,10
1321,1976,Summer,South Korea,KOR,15,1,29.0,1,17
1322,1976,Summer,Spain,ESP,0,0,139.0,6,6
1323,1976,Summer,Suriname,SUR,0,0,4.0,0,0
1324,1976,Summer,Sweden,SWE,0,6,129.0,1,7
1325,1976,Summer,Switzerland,SUI,6,1,85.0,2,9
1326,1976,Summer,Thailand,THA,1,0,49.0,0,1
1327,1976,Summer,Trinidad,TTO,0,1,18.0,0,1
1328,1976,Summer,Tunisia,TUN,0,0,16.0,0,0
1329,1976,Summer,Turkey,TUR,0,0,25.0,0,0
1330,1976,Summer,UK,GBR,10,5,275.0,11,26
1331,1976,Summer,USA,USA,30,55,338.0,55,140
1332,1976,Summer,Uruguay,URU,0,0,15.0,0,0
1333,1976,Summer,Venezuela,VEN,0,0,49.0,1,1
1334,1976,Summer,"Virgin Islands, US",ISV,0,0,19.0,0,0
1335,1976,Winter,Andorra,AND,0,0,11.0,0,0
1336,1976,Winter,Argentina,ARG,0,0,16.0,0,0
1337,1976,Winter,Australia,AUS,0,0,19.0,0,0
1338,1976,Winter,Austria,AUT,3,2,107.0,2,7
1339,1976,Winter,Belgium,BEL,0,0,11.0,0,0
1340,1976,Winter,Bulgaria,BUL,0,0,41.0,0,0
1341,1976,Winter,Canada,CAN,1,1,104.0,1,3
1342,1976,Winter,Chile,CHI,0,0,11.0,0,0
1343,1976,Winter,Czech Republic,TCH,0,0,70.0,19,19
1344,1976,Winter,Finland,FIN,1,4,57.0,8,13
1345,1976,Winter,France,FRA,0,0,56.0,0,0
1346,1976,Winter,Germany,FRG,23,2,67.0,7,32
1347,1976,Winter,Germany,GDR,14,12,62.0,6,32
1348,1976,Winter,Greece,GRE,0,0,10.0,0,0
1349,1976,Winter,Hungary,HUN,0,0,3.0,0,0
1350,1976,Winter,Iceland,ISL,0,0,16.0,0,0
1351,1976,Winter,Iran,IRI,0,0,12.0,0,0
1352,1976,Winter,Italy,ITA,1,1,90.0,2,4
1353,1976,Winter,Japan,JPN,0,0,79.0,0,0
1354,1976,Winter,Lebanon,LIB,0,0,1.0,0,0
1355,1976,Winter,Liechtenstein,LIE,2,0,18.0,0,2
1356,1976,Winter,Netherlands,NED,3,1,17.0,2,6
1357,1976,Winter,New Zealand,NZL,0,0,13.0,0,0
1358,1976,Winter,Norway,NOR,1,3,71.0,6,10
1359,1976,Winter,Poland,POL,0,0,93.0,0,0
1360,1976,Winter,Romania,ROU,0,0,40.0,0,0
1361,1976,Winter,Russia,URS,11,37,63.0,7,55
1362,1976,Winter,San Marino,SMR,0,0,3.0,0,0
1363,1976,Winter,Serbia,YUG,0,0,41.0,0,0
1364,1976,Winter,South Korea,KOR,0,0,9.0,0,0
1365,1976,Winter,Spain,ESP,0,0,11.0,0,0
1366,1976,Winter,Sweden,SWE,2,0,74.0,0,2
1367,1976,Winter,Switzerland,SUI,2,1,72.0,6,9
1368,1976,Winter,Taiwan,TPE,0,0,11.0,0,0
1369,1976,Winter,Turkey,TUR,0,0,16.0,0,0
1370,1976,Winter,UK,GBR,0,1,67.0,0,1
1371,1976,Winter,USA,USA,5,3,139.0,3,11
1372,1980,Summer,Afghanistan,AFG,0,0,10.0,0,0
1373,1980,Summer,Algeria,ALG,0,0,62.0,0,0
1374,1980,Summer,Andorra,AND,0,0,2.0,0,0
1375,1980,Summer,Angola,ANG,0,0,13.0,0,0
1376,1980,Summer,Australia,AUS,5,5,153.0,2,12
1377,1980,Summer,Austria,AUT,0,1,80.0,2,3
1378,1980,Summer,Belgium,BEL,0,1,80.0,0,1
1379,1980,Summer,Benin,BEN,0,0,17.0,0,0
1380,1980,Summer,Botswana,BOT,0,0,8.0,0,0
1381,1980,Summer,Brazil,BRA,5,3,113.0,0,8
1382,1980,Summer,Bulgaria,BUL,36,8,256.0,31,75
1383,1980,Summer,Cameroon,CMR,0,0,29.0,0,0
1384,1980,Summer,Colombia,COL,0,0,26.0,0,0
1385,1980,Summer,Costa Rica,CRC,0,0,34.0,0,0
1386,1980,Summer,Cuba,CUB,3,7,227.0,6,16
1387,1980,Summer,Cyprus,CYP,0,0,14.0,0,0
1388,1980,Summer,Czech Republic,TCH,15,17,216.0,15,47
1389,1980,Summer,Denmark,DEN,2,3,44.0,2,7
1390,1980,Summer,Dominican Republic,DOM,0,0,6.0,0,0
1391,1980,Summer,Ecuador,ECU,0,0,16.0,0,0
1392,1980,Summer,Ethiopia,ETH,2,0,43.0,0,2
1393,1980,Summer,Finland,FIN,5,2,104.0,1,8
1394,1980,Summer,France,FRA,6,17,169.0,4,27
1395,1980,Summer,Germany,GDR,54,102,212.0,82,238
1396,1980,Summer,Greece,GRE,4,1,37.0,0,5
1397,1980,Summer,Guatemala,GUA,0,0,9.0,0,0
1398,1980,Summer,Guinea,GUI,0,0,8.0,0,0
1399,1980,Summer,Guyana,GUY,1,0,9.0,0,1
1400,1980,Summer,Hungary,HUN,34,8,288.0,12,54
1401,1980,Summer,Iceland,ISL,0,0,9.0,0,0
1402,1980,Summer,India,IND,0,16,50.0,0,16
1403,1980,Summer,Iraq,IRQ,0,0,43.0,0,0
1404,1980,Summer,Ireland,IRL,1,0,47.0,2,3
1405,1980,Summer,Italy,ITA,6,8,150.0,12,26
1406,1980,Summer,Jamaica,JAM,3,0,27.0,0,3
1407,1980,Summer,Jordan,JOR,0,0,4.0,0,0
1408,1980,Summer,Kuwait,KUW,0,0,61.0,0,0
1409,1980,Summer,Laos,LAO,0,0,17.0,0,0
1410,1980,Summer,Lebanon,LIB,1,0,18.0,0,1
1411,1980,Summer,Lesotho,LES,0,0,6.0,0,0
1412,1980,Summer,Libya,LBA,0,0,33.0,0,0
1413,1980,Summer,Luxembourg,LUX,0,0,3.0,0,0
1414,1980,Summer,Madagascar,MAD,0,0,14.0,0,0
1415,1980,Summer,Mali,MLI,0,0,6.0,0,0
1416,1980,Summer,Malta,MLT,0,0,11.0,0,0
1417,1980,Summer,Mexico,MEX,2,0,47.0,1,3
1418,1980,Summer,Mongolia,MGL,2,0,37.0,2,4
1419,1980,Summer,Mozambique,MOZ,0,0,15.0,0,0
1420,1980,Summer,Myanmar,MYA,0,0,2.0,0,0
1421,1980,Summer,Nepal,NEP,0,0,10.0,0,0
1422,1980,Summer,Netherlands,NED,5,0,96.0,1,6
1423,1980,Summer,New Zealand,NZL,0,0,7.0,0,0
1424,1980,Summer,Nicaragua,NCA,0,0,2.0,0,0
1425,1980,Summer,Nigeria,NGR,0,0,47.0,0,0
1426,1980,Summer,North Korea,PRK,1,0,68.0,1,2
1427,1980,Summer,Peru,PER,0,0,34.0,0,0
1428,1980,Summer,Poland,POL,15,2,301.0,21,38
1429,1980,Summer,Portugal,POR,0,0,17.0,0,0
1430,1980,Summer,Puerto Rico,PUR,0,0,3.0,0,0
1431,1980,Summer,Republic of Congo,CGO,0,0,25.0,0,0
1432,1980,Summer,Romania,ROU,34,7,243.0,11,52
1433,1980,Summer,Russia,URS,97,159,186.0,114,370
1434,1980,Summer,San Marino,SMR,0,0,13.0,0,0
1435,1980,Summer,Senegal,SEN,0,0,33.0,0,0
1436,1980,Summer,Serbia,YUG,15,3,109.0,24,42
1437,1980,Summer,Seychelles,SEY,0,0,21.0,0,0
1438,1980,Summer,Sierra Leone,SLE,0,0,32.0,0,0
1439,1980,Summer,Spain,ESP,3,2,158.0,19,24
1440,1980,Summer,Sri Lanka,SRI,0,0,4.0,0,0
1441,1980,Summer,Sweden,SWE,8,3,156.0,8,19
1442,1980,Summer,Switzerland,SUI,0,2,74.0,0,2
1443,1980,Summer,Syria,SYR,0,0,69.0,0,0
1444,1980,Summer,Tanzania,TAN,0,0,40.0,2,2
1445,1980,Summer,Trinidad,TTO,0,0,15.0,0,0
1446,1980,Summer,UK,GBR,23,5,260.0,17,45
1447,1980,Summer,Uganda,UGA,0,0,14.0,1,1
1448,1980,Summer,Venezuela,VEN,0,0,39.0,1,1
1449,1980,Summer,Vietnam,VIE,0,0,32.0,0,0
1450,1980,Summer,Zambia,ZAM,0,0,43.0,0,0
